Timestamp,SFPS,FT,CFPS,9a197efc-a693-431f-8618-390a18b31a6b,718ddb5a-8d65-492b-a04e-de6d08dc21f6,7d4587e7-d416-4016-8a24-ba046d93d03e
2014.05.11-17.27.32,54,35.33333,0,0,0
2014.05.11-17.27.33,55,38.66667,0,0,0
2014.05.11-17.27.34,55,38.66667,0,0,0
2014.05.11-17.27.35,55,38.66667,0,0,0
2014.05.11-17.27.36,55,40.66667,0,0,0
2014.05.11-17.27.37,55,40.66667,0,0,0
2014.05.11-17.27.38,55,40.66667,0,0,0
2014.05.11-17.27.39,54,42,0,0,0
2014.05.11-17.27.40,54,42,0,0,0
2014.05.11-17.27.41,54,42,0,0,0
2014.05.11-17.27.42,55,40,0,0,0
2014.05.11-17.27.43,55,40,0,0,0
2014.05.11-17.27.44,55,40,40,64,38
2014.05.11-17.27.45,55,39.66667,0,0,0
2014.05.11-17.27.46,55,39.66667,0,0,0
2014.05.11-17.27.47,55,39.66667,0,0,0
2014.05.11-17.27.48,55,37.66667,19,41,28
2014.05.11-17.27.49,55,37.66667,34,63,23
2014.05.11-17.27.50,55,37.66667,0,0,0
2014.05.11-17.27.51,54,34,48,72,68
2014.05.11-17.27.52,54,34,62,60,91
2014.05.11-17.27.53,54,34,55,58,75
2014.05.11-17.27.54,55,34,30,68,80
2014.05.11-17.27.55,55,34,40,73,48
2014.05.11-17.27.56,55,34,34,71,74
2014.05.11-17.27.57,55,43.33333,15,62,118
2014.05.11-17.27.58,55,43.33333,20,41,97
2014.05.11-17.27.59,55,43.33333,57,49,91
2014.05.11-17.28.00,54,30.66667,39,49,49
2014.05.11-17.28.01,54,30.66667,47,59,67
2014.05.11-17.28.02,54,30.66667,44,65,73
2014.05.11-17.28.03,50,163,46,58,60
2014.05.11-17.28.04,50,163,46,49,94
2014.05.11-17.28.05,50,163,61,38,60
2014.05.11-17.28.06,55,34.33333,41,43,81
2014.05.11-17.28.07,55,34.33333,0,0,0
2014.05.11-17.28.08,55,34.33333,72,19,81
2014.05.11-17.28.09,54,37.66667,43,36,36
2014.05.11-17.28.10,54,37.66667,38,46,65
2014.05.11-17.28.11,54,37.66667,63,48,43
2014.05.11-17.28.12,55,33.66667,70,58,9
2014.05.11-17.28.13,55,33.66667,73,47,9
2014.05.11-17.28.14,55,33.66667,60,54,41
2014.05.11-17.28.15,55,37.66667,54,44,51
2014.05.11-17.28.16,55,37.66667,72,46,58
2014.05.11-17.28.17,55,37.66667,69,54,82
2014.05.11-17.28.18,54,38.33333,81,33,89
2014.05.11-17.28.19,54,38.33333,65,37,83
2014.05.11-17.28.20,54,38.33333,56,37,81
2014.05.11-17.28.21,55,31.66667,51,25,98
2014.05.11-17.28.22,55,31.66667,65,38,86
2014.05.11-17.28.23,55,31.66667,65,28,92
2014.05.11-17.28.24,55,45.33333,56,38,80
2014.05.11-17.28.25,55,45.33333,62,33,95
2014.05.11-17.28.26,55,45.33333,61,30,88
2014.05.11-17.28.27,54,35.66667,54,33,94
2014.05.11-17.28.28,54,35.66667,64,32,72
2014.05.11-17.28.29,54,35.66667,69,22,100
2014.05.11-17.28.30,55,53.66667,33,32,87
2014.05.11-17.28.31,55,53.66667,39,20,84
2014.05.11-17.28.32,55,53.66667,41,25,97
2014.05.11-17.28.33,55,33,35,31,96
2014.05.11-17.28.34,55,33,33,25,108
2014.05.11-17.28.35,55,33,47,16,95
2014.05.11-17.28.36,54,34,50,23,86
2014.05.11-17.28.37,54,34,35,25,94
2014.05.11-17.28.38,54,34,48,24,85
2014.05.11-17.28.39,55,54,43,15,106
2014.05.11-17.28.40,55,54,35,23,97
2014.05.11-17.28.41,55,54,31,22,97
2014.05.11-17.28.42,55,30.33333,45,20,84
2014.05.11-17.28.43,55,30.33333,32,22,85
2014.05.11-17.28.44,55,30.33333,37,20,95
2014.05.11-17.28.45,54,41,36,21,83
2014.05.11-17.28.46,54,41,0,0,0
2014.05.11-17.28.47,54,41,18,11,64
2014.05.11-17.28.48,55,40.66667,19,12,71
2014.05.11-17.28.49,55,40.66667,29,12,82
2014.05.11-17.28.50,55,40.66667,18,15,97
2014.05.11-17.28.51,54,110.6667,18,9,67
2014.05.11-17.28.52,54,110.6667,23,10,63
2014.05.11-17.28.53,54,110.6667,0,0,0
2014.05.11-17.28.54,55,113.6667,34,7,19
