Timestamp,SFPS,FT,CFPS,30e9e543-6794-4fb2-9be3-ae83b4414fba,453260d3-bb1a-48b7-bdeb-46aede0f400d,6b707d6e-3592-4d22-b49d-5c6fbeba78fe
2014.05.11-19.59.34,55,40.66667,0,0,0
2014.05.11-19.59.35,55,40.66667,0,0,0
2014.05.11-19.59.36,55,40.66667,0,0,0
2014.05.11-19.59.37,55,39,0,0,0
2014.05.11-19.59.38,55,39,0,0,0
2014.05.11-19.59.39,55,39,0,0,0
2014.05.11-19.59.40,54,37.33333,0,0,0
2014.05.11-19.59.41,54,37.33333,0,0,0
2014.05.11-19.59.42,54,37.33333,0,0,0
2014.05.11-19.59.43,55,38.33333,0,0,0
2014.05.11-19.59.44,55,38.33333,0,0,0
2014.05.11-19.59.45,55,38.33333,0,0,0
2014.05.11-19.59.46,55,63.33333,0,0,0
2014.05.11-19.59.47,55,63.33333,121,110,59
2014.05.11-19.59.48,55,63.33333,0,0,0
2014.05.11-19.59.49,54,47,110,32,27
2014.05.11-19.59.50,54,47,89,61,82
2014.05.11-19.59.51,54,47,113,73,137
2014.05.11-19.59.52,55,41.66667,159,87,159
2014.05.11-19.59.53,55,41.66667,154,90,190
2014.05.11-19.59.54,55,41.66667,131,89,218
2014.05.11-19.59.55,55,38,137,84,211
2014.05.11-19.59.56,55,38,134,88,212
2014.05.11-19.59.57,55,38,131,89,213
2014.05.11-19.59.58,54,35,146,83,204
2014.05.11-19.59.59,54,35,129,88,204
2014.05.11-20.00.00,54,35,156,78,201
2014.05.11-20.00.01,55,30.66667,139,80,209
2014.05.11-20.00.02,55,30.66667,132,86,203
2014.05.11-20.00.03,55,30.66667,136,85,197
2014.05.11-20.00.04,55,37,147,84,177
2014.05.11-20.00.05,55,37,146,81,185
2014.05.11-20.00.06,55,37,141,84,185
2014.05.11-20.00.07,54,30,146,81,180
2014.05.11-20.00.08,54,30,138,87,188
2014.05.11-20.00.09,54,30,146,77,180
2014.05.11-20.00.10,55,31,144,84,142
2014.05.11-20.00.11,55,31,142,87,165
2014.05.11-20.00.12,55,31,147,75,192
2014.05.11-20.00.13,55,53,132,85,189
2014.05.11-20.00.14,55,53,136,85,191
2014.05.11-20.00.15,55,53,136,79,196
2014.05.11-20.00.16,54,28,0,0,0
2014.05.11-20.00.17,54,28,151,70,198
2014.05.11-20.00.18,54,28,0,0,0
2014.05.11-20.00.19,55,32.66667,0,0,0
2014.05.11-20.00.20,55,32.66667,140,76,182
2014.05.11-20.00.21,55,32.66667,115,83,179
2014.05.11-20.00.22,55,28.66667,131,75,192
2014.05.11-20.00.23,55,28.66667,121,79,180
2014.05.11-20.00.24,55,28.66667,125,81,180
2014.05.11-20.00.25,54,31.33333,117,85,183
2014.05.11-20.00.26,54,31.33333,128,79,177
2014.05.11-20.00.27,54,31.33333,125,83,181
2014.05.11-20.00.28,55,53.33333,114,87,184
2014.05.11-20.00.29,55,53.33333,119,86,184
2014.05.11-20.00.30,55,53.33333,115,82,186
2014.05.11-20.00.31,49,159.3333,116,78,192
2014.05.11-20.00.32,49,159.3333,123,76,177
2014.05.11-20.00.33,49,159.3333,104,80,191
2014.05.11-20.00.34,55,30.33333,103,71,211
2014.05.11-20.00.35,55,30.33333,102,75,215
2014.05.11-20.00.36,55,30.33333,116,69,203
2014.05.11-20.00.37,55,30.66667,114,72,179
2014.05.11-20.00.38,55,30.66667,111,67,182
2014.05.11-20.00.39,55,30.66667,101,75,184
2014.05.11-20.00.40,54,41.33333,105,78,180
2014.05.11-20.00.41,54,41.33333,0,0,0
2014.05.11-20.00.42,54,41.33333,113,69,184
2014.05.11-20.00.43,55,29.66667,97,67,173
2014.05.11-20.00.44,55,29.66667,99,72,196
2014.05.11-20.00.45,55,29.66667,91,69,191
2014.05.11-20.00.46,54,51.33333,98,64,214
2014.05.11-20.00.47,54,51.33333,97,75,201
2014.05.11-20.00.48,54,51.33333,78,63,192
2014.05.11-20.00.49,55,31.66667,74,54,193
2014.05.11-20.00.50,55,31.66667,67,52,204
2014.05.11-20.00.51,55,31.66667,79,57,209
2014.05.11-20.00.52,55,65.33334,61,62,194
2014.05.11-20.00.53,55,65.33334,69,56,216
2014.05.11-20.00.54,55,65.33334,60,53,133
2014.05.11-20.00.55,54,124.3333,101,35,66
2014.05.11-20.00.56,54,124.3333,163,40,47
2014.05.11-20.00.57,54,124.3333,163,37,51
2014.05.11-20.00.58,55,110.6667,126,36,44
2014.05.11-20.00.59,55,110.6667,0,0,0
2014.05.11-20.01.00,55,110.6667,53,43,138
2014.05.11-20.01.01,55,117.3333,44,33,85
2014.05.11-20.01.02,55,117.3333,45,33,78
2014.05.11-20.01.03,55,117.3333,37,35,67
2014.05.11-20.01.04,54,121.6667,25,46,107
2014.05.11-20.01.05,54,121.6667,35,68,82
2014.05.11-20.01.06,54,121.6667,61,110,136
2014.05.11-20.01.07,55,122.3333,86,121,146
2014.05.11-20.01.08,55,122.3333,113,113,164
2014.05.11-20.01.09,55,122.3333,95,145,210
2014.05.11-20.01.10,55,127.3333,105,109,191
2014.05.11-20.01.11,55,127.3333,65,88,190
2014.05.11-20.01.12,55,127.3333,76,85,183
2014.05.11-20.01.13,54,90.66666,87,84,173
2014.05.11-20.01.14,54,90.66666,81,85,171
2014.05.11-20.01.15,54,90.66666,79,79,171
2014.05.11-20.01.16,55,108.6667,71,82,139
2014.05.11-20.01.17,55,108.6667,72,57,111
2014.05.11-20.01.18,55,108.6667,52,57,87
2014.05.11-20.01.19,55,96,103,63,59
2014.05.11-20.01.20,55,96,116,75,99
2014.05.11-20.01.21,55,96,107,83,110
2014.05.11-20.01.22,54,90,106,75,108
2014.05.11-20.01.23,54,90,89,71,115
2014.05.11-20.01.24,54,90,90,68,84
2014.05.11-20.01.25,55,85.33334,109,62,111
2014.05.11-20.01.26,55,85.33334,77,57,58
2014.05.11-20.01.27,55,85.33334,98,79,85
2014.05.11-20.01.28,55,127.3333,100,84,96
2014.05.11-20.01.29,55,127.3333,84,89,86
2014.05.11-20.01.30,55,127.3333,108,113,128
2014.05.11-20.01.31,54,155.6667,106,90,128
2014.05.11-20.01.32,54,155.6667,114,99,120
2014.05.11-20.01.33,54,155.6667,90,89,121
