Timestamp,SFPS,FT,CFPS,3e0ade1f-17b4-4cdb-b552-4b1c19294689,c6cfe837-b9e6-4c48-92aa-d9cb1b9efbc7,5624dc64-b16c-45f9-8c38-3b5247f1d2e7
2014.05.11-19.36.19,55,49,0,0,0
2014.05.11-19.36.20,55,49,0,0,0
2014.05.11-19.36.21,55,49,0,0,0
2014.05.11-19.36.22,55,40.33333,0,0,0
2014.05.11-19.36.23,55,40.33333,0,0,0
2014.05.11-19.36.24,55,40.33333,0,0,0
2014.05.11-19.36.25,54,40,0,0,0
2014.05.11-19.36.26,54,40,0,0,0
2014.05.11-19.36.27,54,40,0,0,0
2014.05.11-19.36.28,55,40.66667,0,0,0
2014.05.11-19.36.29,55,40.66667,0,0,0
2014.05.11-19.36.30,55,40.66667,0,0,0
2014.05.11-19.36.31,55,37.66667,0,0,0
2014.05.11-19.36.32,55,37.66667,123,108,60
2014.05.11-19.36.33,55,37.66667,0,0,0
2014.05.11-19.36.34,54,43.33333,91,41,16
2014.05.11-19.36.35,54,43.33333,107,67,82
2014.05.11-19.36.36,54,43.33333,142,75,120
2014.05.11-19.36.37,55,34.66667,159,87,176
2014.05.11-19.36.38,55,34.66667,164,87,192
2014.05.11-19.36.39,55,34.66667,134,90,205
2014.05.11-19.36.40,55,31.66667,151,84,197
2014.05.11-19.36.41,55,31.66667,142,87,196
2014.05.11-19.36.42,55,31.66667,144,86,196
2014.05.11-19.36.43,54,38,145,86,191
2014.05.11-19.36.44,54,38,132,86,216
2014.05.11-19.36.45,54,38,151,80,197
2014.05.11-19.36.46,55,30,147,81,189
2014.05.11-19.36.47,55,30,155,75,199
2014.05.11-19.36.48,55,30,146,79,189
2014.05.11-19.36.49,55,30.33333,141,82,183
2014.05.11-19.36.50,55,30.33333,146,81,189
2014.05.11-19.36.51,55,30.33333,134,80,200
2014.05.11-19.36.52,54,30.33333,143,83,191
2014.05.11-19.36.53,54,30.33333,140,79,185
2014.05.11-19.36.54,54,30.33333,143,80,186
2014.05.11-19.36.55,55,31.66667,150,78,186
2014.05.11-19.36.56,55,31.66667,151,90,150
2014.05.11-19.36.57,55,31.66667,146,79,186
2014.05.11-19.36.58,55,31.66667,139,82,192
2014.05.11-19.36.59,55,31.66667,131,86,191
2014.05.11-19.37.00,55,31.66667,134,82,197
2014.05.11-19.37.01,54,32.33333,128,84,197
2014.05.11-19.37.02,54,32.33333,142,76,189
2014.05.11-19.37.03,54,32.33333,141,82,133
2014.05.11-19.37.04,55,39.33333,139,78,138
2014.05.11-19.37.05,55,39.33333,141,79,153
2014.05.11-19.37.06,55,39.33333,107,85,183
2014.05.11-19.37.07,55,32,122,83,183
2014.05.11-19.37.08,55,32,121,82,181
2014.05.11-19.37.09,55,32,114,84,183
2014.05.11-19.37.10,54,32.33333,127,80,180
2014.05.11-19.37.11,54,32.33333,131,78,182
2014.05.11-19.37.12,54,32.33333,118,83,185
2014.05.11-19.37.13,55,33.66667,113,86,186
2014.05.11-19.37.14,55,33.66667,118,86,182
2014.05.11-19.37.15,55,33.66667,113,75,193
2014.05.11-19.37.16,55,39,114,82,199
2014.05.11-19.37.17,55,39,102,78,207
2014.05.11-19.37.18,55,39,102,76,210
2014.05.11-19.37.19,54,30,104,78,207
2014.05.11-19.37.20,54,30,112,73,189
2014.05.11-19.37.21,54,30,115,74,166
2014.05.11-19.37.22,55,31,109,71,186
2014.05.11-19.37.23,55,31,111,67,185
2014.05.11-19.37.24,55,31,102,74,183
2014.05.11-19.37.25,55,40.33333,101,68,174
2014.05.11-19.37.26,55,40.33333,111,71,168
2014.05.11-19.37.27,55,40.33333,97,70,183
2014.05.11-19.37.28,54,28.66667,112,67,197
2014.05.11-19.37.29,54,28.66667,88,72,199
2014.05.11-19.37.30,54,28.66667,105,68,197
2014.05.11-19.37.31,55,35.66667,98,67,203
2014.05.11-19.37.32,55,35.66667,75,52,195
2014.05.11-19.37.33,55,35.66667,73,54,187
2014.05.11-19.37.34,55,30.33333,71,56,212
2014.05.11-19.37.35,55,30.33333,79,68,218
2014.05.11-19.37.36,55,30.33333,64,58,213
2014.05.11-19.37.37,49,108,67,61,218
2014.05.11-19.37.38,49,108,63,43,132
2014.05.11-19.37.39,49,108,105,35,59
2014.05.11-19.37.40,55,129.3333,110,41,44
2014.05.11-19.37.41,55,129.3333,173,42,53
2014.05.11-19.37.42,55,129.3333,115,41,54
2014.05.11-19.37.43,55,106.6667,62,45,74
2014.05.11-19.37.44,55,106.6667,42,37,127
2014.05.11-19.37.45,55,106.6667,0,0,0
2014.05.11-19.37.46,55,103.6667,0,0,0
2014.05.11-19.37.47,55,103.6667,40,37,75
2014.05.11-19.37.48,55,103.6667,30,40,124
2014.05.11-19.37.49,54,127.6667,34,64,77
2014.05.11-19.37.50,54,127.6667,59,102,176
2014.05.11-19.37.51,54,127.6667,76,130,154
2014.05.11-19.37.52,55,122.6667,111,105,176
2014.05.11-19.37.53,55,122.6667,106,132,189
2014.05.11-19.37.54,55,122.6667,148,147,204
2014.05.11-19.37.55,55,102.3333,58,103,180
2014.05.11-19.37.56,55,102.3333,82,91,163
2014.05.11-19.37.57,55,102.3333,81,93,184
2014.05.11-19.37.58,54,85.66666,83,82,176
2014.05.11-19.37.59,54,85.66666,90,87,159
2014.05.11-19.38.00,54,85.66666,72,81,162
2014.05.11-19.38.01,55,92.66666,74,82,133
2014.05.11-19.38.02,55,92.66666,60,59,105
2014.05.11-19.38.03,55,92.66666,58,55,59
2014.05.11-19.38.04,55,100,122,70,86
2014.05.11-19.38.05,55,100,118,77,102
2014.05.11-19.38.06,55,100,111,79,110
2014.05.11-19.38.07,54,86,94,84,113
2014.05.11-19.38.08,54,86,92,71,87
2014.05.11-19.38.09,54,86,92,76,112
2014.05.11-19.38.10,55,91.33334,124,71,74
2014.05.11-19.38.11,55,91.33334,65,56,90
2014.05.11-19.38.12,55,91.33334,109,81,90
2014.05.11-19.38.13,55,111,93,87,101
2014.05.11-19.38.14,55,111,103,101,134
2014.05.11-19.38.15,55,111,111,104,114
2014.05.11-19.38.16,54,148.6667,101,86,114
2014.05.11-19.38.17,54,148.6667,100,101,127
2014.05.11-19.38.18,54,148.6667,75,71,121
2014.05.11-19.38.19,55,104.3333,94,74,120
2014.05.11-19.38.20,55,104.3333,96,86,138
2014.05.11-19.38.21,55,104.3333,89,78,168
2014.05.11-19.38.22,55,133.3333,98,83,160
2014.05.11-19.38.23,55,133.3333,91,85,123
2014.05.11-19.38.24,55,133.3333,106,72,118
2014.05.11-19.38.25,54,106,91,60,123
2014.05.11-19.38.26,54,106,97,76,123
2014.05.11-19.38.27,54,106,114,85,125
2014.05.11-19.38.28,55,110.6667,111,87,125
2014.05.11-19.38.29,55,110.6667,107,80,128
2014.05.11-19.38.30,55,110.6667,99,73,133
2014.05.11-19.38.31,54,130.3333,106,102,148
2014.05.11-19.38.32,54,130.3333,132,99,136
2014.05.11-19.38.33,54,130.3333,153,102,132
2014.05.11-19.38.34,55,116.3333,160,98,133
2014.05.11-19.38.35,55,116.3333,153,101,137
2014.05.11-19.38.36,55,116.3333,157,101,134
2014.05.11-19.38.37,55,110,163,94,135
2014.05.11-19.38.38,55,110,144,88,150
2014.05.11-19.38.39,55,110,157,87,148
2014.05.11-19.38.40,55,108,181,76,141
2014.05.11-19.38.41,55,108,160,84,162
2014.05.11-19.38.42,55,108,89,73,157
2014.05.11-19.38.43,54,105.3333,119,75,149
2014.05.11-19.38.44,54,105.3333,100,75,148
2014.05.11-19.38.45,54,105.3333,85,75,168
2014.05.11-19.38.46,55,135.3333,75,60,134
2014.05.11-19.38.47,55,135.3333,66,55,80
2014.05.11-19.38.48,55,135.3333,62,53,75
2014.05.11-19.38.49,54,131.3333,70,54,88
2014.05.11-19.38.50,54,131.3333,73,70,121
2014.05.11-19.38.51,54,131.3333,71,74,123
2014.05.11-19.38.52,55,172.3333,67,77,71
2014.05.11-19.38.53,55,172.3333,54,64,56
2014.05.11-19.38.54,55,172.3333,65,45,53
2014.05.11-19.38.55,55,163,75,51,87
2014.05.11-19.38.56,55,163,86,74,97
2014.05.11-19.38.57,55,163,78,58,65
2014.05.11-19.38.58,54,141.6667,70,68,125
2014.05.11-19.38.59,54,141.6667,97,85,129
2014.05.11-19.39.00,54,141.6667,115,86,128
2014.05.11-19.39.01,55,135.6667,112,74,141
2014.05.11-19.39.02,55,135.6667,101,88,120
2014.05.11-19.39.03,55,135.6667,146,84,130
2014.05.11-19.39.04,54,151.6667,100,91,141
2014.05.11-19.39.05,54,151.6667,0,0,0
2014.05.11-19.39.06,54,151.6667,86,52,78
2014.05.11-19.39.07,50,303.6667,0,0,0
2014.05.11-19.39.08,50,303.6667,0,0,0
2014.05.11-19.39.09,50,303.6667,131,104,101
2014.05.11-19.39.10,55,138,128,112,104
2014.05.11-19.39.11,55,138,160,115,106
