Timestamp,SFPS,FT,CFPS,1e4fab39-af8d-4ac3-924a-3e32b9b5e48e
2014.04.27-20.34.32,55,18.21787,0
2014.04.27-20.34.33,55,18.21787,0
2014.04.27-20.34.34,55,18.18182,0
2014.04.27-20.34.35,55,18.18182,0
2014.04.27-20.34.36,55,18.18182,0
2014.04.27-20.34.37,54,18.20658,0
2014.04.27-20.34.38,54,18.20658,0
2014.04.27-20.34.39,54,18.20658,14
2014.04.27-20.34.40,55,18.19984,24
2014.04.27-20.34.41,55,18.19984,25
2014.04.27-20.34.42,55,18.19984,21
2014.04.27-20.34.43,55,18.19384,10
2014.04.27-20.34.44,55,18.19384,13
2014.04.27-20.34.45,55,18.19384,24
2014.04.27-20.34.46,54,18.20039,26
2014.04.27-20.34.47,54,18.20039,26
2014.04.27-20.34.48,54,18.20039,12
2014.04.27-20.34.49,55,18.19384,19
2014.04.27-20.34.50,55,18.19384,22
2014.04.27-20.34.51,55,18.19384,26
2014.04.27-20.34.52,55,18.20585,27
2014.04.27-20.34.53,55,18.20585,23
2014.04.27-20.34.54,55,18.20585,9
2014.04.27-20.34.55,55,18.18182,23
2014.04.27-20.34.56,55,18.18182,24
2014.04.27-20.34.57,55,18.18182,26
2014.04.27-20.34.58,54,18.20658,34
2014.04.27-20.34.59,54,18.20658,17
2014.04.27-20.35.00,54,18.20658,0
2014.04.27-20.35.01,55,18.18182,27
2014.04.27-20.35.02,55,18.18182,0
2014.04.27-20.35.03,55,18.18182,40
2014.04.27-20.35.04,55,18.20585,32
2014.04.27-20.35.05,55,18.20585,28
2014.04.27-20.35.06,55,18.20585,24
2014.04.27-20.35.07,54,18.20039,28
2014.04.27-20.35.08,54,18.20039,32
2014.04.27-20.35.09,54,18.20039,35
2014.04.27-20.35.10,55,18.18182,31
2014.04.27-20.35.11,55,18.18182,33
2014.04.27-20.35.12,55,18.18182,33
2014.04.27-20.35.13,55,18.19384,35
2014.04.27-20.35.14,55,18.19384,36
2014.04.27-20.35.15,55,18.19384,32
2014.04.27-20.35.16,54,18.20039,25
2014.04.27-20.35.17,54,18.20039,27
2014.04.27-20.35.18,54,18.20039,31
2014.04.27-20.35.19,55,18.21186,30
2014.04.27-20.35.20,55,18.21186,36
2014.04.27-20.35.21,55,18.21186,37
2014.04.27-20.35.22,55,18.18182,33
2014.04.27-20.35.23,55,18.18182,30
2014.04.27-20.35.24,55,18.18182,39
2014.04.27-20.35.25,54,18.1942,30
2014.04.27-20.35.26,54,18.1942,44
2014.04.27-20.35.27,54,18.1942,52
2014.04.27-20.35.28,55,18.21787,40
2014.04.27-20.35.29,55,18.21787,48
2014.04.27-20.35.30,55,18.21787,50
2014.04.27-20.35.31,55,18.20585,39
2014.04.27-20.35.32,55,18.20585,37
2014.04.27-20.35.33,55,18.20585,57
2014.04.27-20.35.34,54,18.18801,54
2014.04.27-20.35.35,54,18.18801,59
2014.04.27-20.35.36,54,18.18801,54
2014.04.27-20.35.37,55,18.18182,53
2014.04.27-20.35.38,55,18.18182,66
2014.04.27-20.35.39,55,18.18182,48
2014.04.27-20.35.40,55,18.18783,66
2014.04.27-20.35.41,55,18.18783,52
2014.04.27-20.35.42,55,18.18783,53
2014.04.27-20.35.43,54,18.20039,25
2014.04.27-20.35.44,54,18.20039,24
2014.04.27-20.35.45,54,18.20039,38
2014.04.27-20.35.46,55,18.21186,36
2014.04.27-20.35.47,55,18.21186,25
2014.04.27-20.35.48,55,18.21186,27
2014.04.27-20.35.49,55,18.18182,26
2014.04.27-20.35.50,55,18.18182,11
2014.04.27-20.35.51,55,18.18182,11
2014.04.27-20.35.52,54,18.21896,28
2014.04.27-20.35.53,54,18.21896,21
2014.04.27-20.35.54,54,18.21896,26
2014.04.27-20.35.55,55,18.22989,25
2014.04.27-20.35.56,55,18.22989,20
2014.04.27-20.35.57,55,18.22989,25
2014.04.27-20.35.58,55,18.18182,28
2014.04.27-20.35.59,55,18.18182,30
2014.04.27-20.36.00,55,18.18182,32
2014.04.27-20.36.01,54,18.20658,0
2014.04.27-20.36.02,54,18.20658,33
2014.04.27-20.36.03,54,18.20658,29
2014.04.27-20.36.04,55,18.19384,29
2014.04.27-20.36.05,55,18.19384,29
2014.04.27-20.36.06,55,18.19384,32
2014.04.27-20.36.07,55,18.19984,33
2014.04.27-20.36.08,55,18.19984,32
2014.04.27-20.36.09,55,18.19984,34
2014.04.27-20.36.10,54,18.1942,35
2014.04.27-20.36.11,54,18.1942,35
2014.04.27-20.36.12,54,18.1942,24
2014.04.27-20.36.13,55,18.18182,2
2014.04.27-20.36.14,55,18.18182,9
2014.04.27-20.36.15,55,18.18182,21
2014.04.27-20.36.16,55,18.21186,17
2014.04.27-20.36.17,55,18.21186,20
2014.04.27-20.36.18,55,18.21186,17
2014.04.27-20.36.19,54,18.1942,16
2014.04.27-20.36.20,54,18.1942,22
2014.04.27-20.36.21,54,18.1942,21
2014.04.27-20.36.22,55,18.18182,24
2014.04.27-20.36.23,55,18.18182,37
2014.04.27-20.36.24,55,18.18182,35
