Timestamp,Second,Sample#,CFPS,Polygons,Ping
2014.06.03-13.52.12,63537400332020,482,-,-,-
2014.06.03-13.52.13,63537400333010.1,483,-,-,-
2014.06.03-13.52.14,63537400334000.1,484,-,-,-
2014.06.03-13.52.15,63537400335021.2,485,-,-,-
2014.06.03-13.52.16,63537400336011.2,486,-,-,-
2014.06.03-13.52.17,63537400337001.3,487,-,-,-
2014.06.03-13.52.18,63537400338021.4,488,-,-,-
2014.06.03-13.52.19,63537400339011.4,489,-,-,-
2014.06.03-13.52.20,63537400340001.5,490,-,-,-
2014.06.03-13.52.21,63537400341021.5,491,-,-,-
2014.06.03-13.52.22,63537400342011.6,492,-,-,-
2014.06.03-13.52.23,63537400343001.6,493,-,-,-
2014.06.03-13.52.24,63537400344021.7,494,-,-,-
2014.06.03-13.52.25,63537400345011.8,495,-,-,-
2014.06.03-13.52.26,63537400346001.8,496,-,-,-
2014.06.03-13.52.27,63537400347021.9,497,-,-,-
2014.06.03-13.52.28,63537400348011.9,498,-,-,-
2014.06.03-13.52.29,63537400349002,499,-,-,-
2014.06.03-13.52.30,63537400350022,500,-,-,-
2014.06.03-13.52.31,63537400351012.1,501,-,-,-
2014.06.03-13.52.32,63537400352002.2,502,-,-,-
2014.06.03-13.52.33,63537400353022.2,503,-,-,-
2014.06.03-13.52.34,63537400354012.3,504,-,-,-
2014.06.03-13.52.35,63537400355002.3,505,-,-,-
2014.06.03-13.52.36,63537400356022.4,506,-,-,-
2014.06.03-13.52.37,63537400357012.4,507,-,-,-
2014.06.03-13.52.38,63537400358002.5,508,-,-,-
2014.06.03-13.52.39,63537400359022.6,509,-,-,-
2014.06.03-13.52.40,63537400360012.6,510,-,-,-
2014.06.03-13.52.41,63537400361002.7,511,-,-,-
2014.06.03-13.52.42,63537400362022.7,512,-,-,-
2014.06.03-13.52.43,63537400363012.8,513,-,-,-
2014.06.03-13.52.44,63537400364002.8,514,-,-,-
2014.06.03-13.52.45,63537400365022.9,515,-,-,-
2014.06.03-13.52.46,63537400366013,516,-,-,-
2014.06.03-13.52.47,63537400367003,517,-,-,-
2014.06.03-13.52.48,63537400368023.1,518,-,-,-
2014.06.03-13.52.49,63537400369013.1,519,-,-,-
2014.06.03-13.52.50,63537400370003.2,520,-,-,-
2014.06.03-13.52.51,63537400371023.3,521,-,-,-
2014.06.03-13.52.52,63537400372013.3,522,-,-,-
2014.06.03-13.52.53,63537400373003.4,523,-,-,-
2014.06.03-13.52.54,63537400374023.4,524,-,-,-
2014.06.03-13.52.55,63537400375013.5,525,-,-,-
2014.06.03-13.52.56,63537400376003.5,526,-,-,-
2014.06.03-13.52.57,63537400377023.6,527,-,-,-
2014.06.03-13.52.58,63537400378013.6,528,-,-,-
2014.06.03-13.52.59,63537400379003.7,529,-,-,-
2014.06.03-13.53.00,63537400380023.8,530,-,-,-
2014.06.03-13.53.01,63537400381013.8,531,-,-,-
2014.06.03-13.53.02,63537400382003.9,532,-,-,-
2014.06.03-13.53.03,63537400383023.9,533,-,-,-
2014.06.03-13.53.04,63537400384014,534,-,-,-
2014.06.03-13.53.05,63537400385004,535,-,-,-
2014.06.03-13.53.06,63537400386024.1,536,-,-,-
2014.06.03-13.53.07,63537400387014.2,537,-,-,-
2014.06.03-13.53.08,63537400388004.2,538,-,-,-
2014.06.03-13.53.09,63537400389024.3,539,-,-,-
2014.06.03-13.53.10,63537400390014.3,540,-,-,-
2014.06.03-13.53.11,63537400391004.4,541,-,-,-
2014.06.03-13.53.12,63537400392024.4,542,-,-,-
2014.06.03-13.53.13,63537400393014.5,543,-,-,-
2014.06.03-13.53.14,63537400394004.6,544,-,-,-
2014.06.03-13.53.15,63537400395024.6,545,-,-,-
2014.06.03-13.53.16,63537400396014.7,546,-,-,-
2014.06.03-13.53.17,63537400397006.7,547,-,-,-
2014.06.03-13.53.18,63537400398026.8,548,-,-,-
2014.06.03-13.53.19,63537400399016.9,549,-,-,-
2014.06.03-13.53.20,63537400400006.9,550,-,-,-
2014.06.03-13.53.21,63537400401027,551,-,-,-
2014.06.03-13.53.22,63537400402017,552,-,-,-
2014.06.03-13.53.23,63537400403007.1,553,-,-,-
2014.06.03-13.53.24,63537400404027.1,554,-,-,-
2014.06.03-13.53.25,63537400405017.2,555,-,-,-
2014.06.03-13.53.26,63537400406007.3,556,-,-,-
2014.06.03-13.53.27,63537400407027.3,557,-,-,-
2014.06.03-13.53.28,63537400408017.4,558,-,-,-
2014.06.03-13.53.29,63537400409007.4,559,-,-,-
2014.06.03-13.53.30,63537400410027.5,560,-,-,-
2014.06.03-13.53.31,63537400411017.5,561,-,-,-
2014.06.03-13.53.32,63537400412007.6,562,-,-,-
2014.06.03-13.53.33,63537400413027.6,563,-,-,-
2014.06.03-13.53.34,63537400414017.7,564,-,-,-
2014.06.03-13.53.35,63537400415007.8,565,-,-,-
2014.06.03-13.53.36,63537400416027.8,566,-,-,-
2014.06.03-13.53.37,63537400417017.9,567,-,-,-
2014.06.03-13.53.38,63537400418007.9,568,-,-,-
2014.06.03-13.53.39,63537400419028,569,-,-,-
2014.06.03-13.53.40,63537400420018.1,570,-,-,-
2014.06.03-13.53.41,63537400421008.1,571,-,-,-
2014.06.03-13.53.42,63537400422028.2,572,-,-,-
2014.06.03-13.53.43,63537400423018.2,573,-,-,-
2014.06.03-13.53.44,63537400424008.3,574,-,-,-
2014.06.03-13.53.45,63537400425028.3,575,-,-,-
2014.06.03-13.53.46,63537400426018.4,576,-,-,-
2014.06.03-13.53.47,63537400427008.5,577,-,-,-
2014.06.03-13.53.48,63537400428028.5,578,-,-,-
2014.06.03-13.53.49,63537400429019.6,579,-,-,-
2014.06.03-13.53.50,63537400430009.6,580,-,-,-
2014.06.03-13.53.51,63537400431029.7,581,-,-,-
2014.06.03-13.53.52,63537400432019.7,582,-,-,-
2014.06.03-13.53.53,63537400433009.8,583,-,-,-
2014.06.03-13.53.54,63537400434029.9,584,-,-,-
2014.06.03-13.53.55,63537400435019.9,585,-,-,-
2014.06.03-13.53.56,63537400436010,586,-,-,-
2014.06.03-13.53.57,63537400437000,587,-,-,-
2014.06.03-13.53.58,63537400438020.1,588,-,-,-
2014.06.03-13.53.59,63537400439010.1,589,-,-,-
2014.06.03-13.54.00,63537400440000.2,590,-,-,-
2014.06.03-13.54.01,63537400441020.3,591,-,-,-
2014.06.03-13.54.02,63537400442010.3,592,-,-,-
2014.06.03-13.54.03,63537400443000.4,593,-,-,-
2014.06.03-13.54.04,63537400444020.4,594,-,-,-
2014.06.03-13.54.05,63537400445010.5,595,-,-,-
2014.06.03-13.54.06,63537400446000.5,596,-,-,-
2014.06.03-13.54.07,63537400447020.6,597,-,-,-
2014.06.03-13.54.08,63537400448010.7,598,-,-,-
2014.06.03-13.54.09,63537400449000.7,599,-,-,-
2014.06.03-13.54.10,63537400450020.8,600,-,-,-
2014.06.03-13.54.11,63537400451010.8,601,-,-,-
2014.06.03-13.54.12,63537400452000.9,602,-,-,-
2014.06.03-13.54.13,63537400453020.9,603,-,-,-
2014.06.03-13.54.14,63537400454011,604,-,-,-
2014.06.03-13.54.15,63537400455001,605,-,-,-
2014.06.03-13.54.16,63537400456021.1,606,-,-,-
2014.06.03-13.54.17,63537400457011.2,607,-,-,-
2014.06.03-13.54.18,63537400458001.2,608,-,-,-
2014.06.03-13.54.19,63537400459021.3,609,-,-,-
2014.06.03-13.54.20,63537400460011.3,610,-,-,-
2014.06.03-13.54.21,63537400461001.4,611,-,-,-
2014.06.03-13.54.22,63537400462021.4,612,-,-,-
2014.06.03-13.54.23,63537400463011.5,613,-,-,-
2014.06.03-13.54.24,63537400464001.6,614,-,-,-
2014.06.03-13.54.25,63537400465021.6,615,-,-,-
2014.06.03-13.54.26,63537400466011.7,616,-,-,-
2014.06.03-13.54.27,63537400467001.7,617,-,-,-
2014.06.03-13.54.28,63537400468021.8,618,-,-,-
2014.06.03-13.54.29,63537400469011.8,619,-,-,-
2014.06.03-13.54.30,63537400470001.9,620,-,-,-
2014.06.03-13.54.31,63537400471022,621,-,-,-
2014.06.03-13.54.32,63537400472012,622,-,-,-
2014.06.03-13.54.33,63537400473002.1,623,-,-,-
2014.06.03-13.54.34,63537400474022.1,624,-,-,-
2014.06.03-13.54.35,63537400475012.2,625,-,-,-
2014.06.03-13.54.36,63537400476002.2,626,-,-,-
2014.06.03-13.54.37,63537400477022.3,627,-,-,-
2014.06.03-13.54.38,63537400478012.4,628,-,-,-
2014.06.03-13.54.39,63537400479002.4,629,-,-,-
2014.06.03-13.54.40,63537400480022.5,630,-,-,-
2014.06.03-13.54.41,63537400481012.5,631,-,-,-
2014.06.03-13.54.42,63537400482002.6,632,-,-,-
2014.06.03-13.54.43,63537400483022.6,633,-,-,-
2014.06.03-13.54.44,63537400484012.7,634,-,-,-
2014.06.03-13.54.45,63537400485002.8,635,-,-,-
2014.06.03-13.54.46,63537400486022.8,636,-,-,-
2014.06.03-13.54.47,63537400487012.9,637,-,-,-
2014.06.03-13.54.48,63537400488002.9,638,-,-,-
2014.06.03-13.54.49,63537400489023,639,-,-,-
2014.06.03-13.54.50,63537400490013,640,-,-,-
2014.06.03-13.54.51,63537400491003.1,641,-,-,-
2014.06.03-13.54.52,63537400492023.2,642,-,-,-
2014.06.03-13.54.53,63537400493013.2,643,-,-,-
2014.06.03-13.54.54,63537400494003.3,644,-,-,-
2014.06.03-13.54.55,63537400495023.3,645,-,-,-
2014.06.03-13.54.56,63537400496013.4,646,-,-,-
2014.06.03-13.54.57,63537400497003.4,647,-,-,-
2014.06.03-13.54.58,63537400498023.5,648,-,-,-
2014.06.03-13.54.59,63537400499013.6,649,-,-,-
2014.06.03-13.55.00,63537400500003.6,650,-,-,-
2014.06.03-13.55.01,63537400501023.7,651,-,-,-
2014.06.03-13.55.02,63537400502013.7,652,-,-,-
2014.06.03-13.55.03,63537400503003.8,653,-,-,-
2014.06.03-13.55.04,63537400504023.9,654,-,-,-
2014.06.03-13.55.05,63537400505013.9,655,-,-,-
2014.06.03-13.55.06,63537400506004,656,-,-,-
2014.06.03-13.55.07,63537400507024,657,-,-,-
2014.06.03-13.55.08,63537400508014.1,658,-,-,-
2014.06.03-13.55.09,63537400509004.1,659,-,-,-
2014.06.03-13.55.10,63537400510024.2,660,-,-,-
2014.06.03-13.55.11,63537400511014.3,661,-,-,-
2014.06.03-13.55.12,63537400512005.3,662,-,-,-
2014.06.03-13.55.13,63537400513025.4,663,-,-,-
2014.06.03-13.55.14,63537400514015.4,664,-,-,-
2014.06.03-13.55.15,63537400515005.5,665,-,-,-
2014.06.03-13.55.16,63537400516025.5,666,-,-,-
2014.06.03-13.55.17,63537400517015.6,667,-,-,-
2014.06.03-13.55.18,63537400518005.6,668,-,-,-
2014.06.03-13.55.19,63537400519025.7,669,-,-,-
2014.06.03-13.55.20,63537400520015.8,670,-,-,-
2014.06.03-13.55.21,63537400521005.8,671,-,-,-
2014.06.03-13.55.22,63537400522025.9,672,-,-,-
2014.06.03-13.55.23,63537400523015.9,673,-,-,-
2014.06.03-13.55.24,63537400524006,674,-,-,-
2014.06.03-13.55.25,63537400525026.1,675,-,-,-
2014.06.03-13.55.26,63537400526016.1,676,-,-,-
2014.06.03-13.55.27,63537400527006.2,677,-,-,-
2014.06.03-13.55.28,63537400528026.2,678,-,-,-
2014.06.03-13.55.29,63537400529016.3,679,-,-,-
2014.06.03-13.55.30,63537400530006.3,680,-,-,-
2014.06.03-13.55.31,63537400531026.4,681,-,-,-
2014.06.03-13.55.32,63537400532016.5,682,-,-,-
2014.06.03-13.55.33,63537400533006.5,683,-,-,-
2014.06.03-13.55.34,63537400534026.6,684,-,-,-
2014.06.03-13.55.35,63537400535016.6,685,-,-,-
2014.06.03-13.55.36,63537400536006.7,686,-,-,-
2014.06.03-13.55.37,63537400537026.7,687,-,-,-
2014.06.03-13.55.38,63537400538016.8,688,-,-,-
2014.06.03-13.55.39,63537400539006.9,689,-,-,-
2014.06.03-13.55.40,63537400540026.9,690,-,-,-
2014.06.03-13.55.41,63537400541017,691,-,-,-
2014.06.03-13.55.42,63537400542007,692,-,-,-
2014.06.03-13.55.43,63537400543027.1,693,-,-,-
2014.06.03-13.55.44,63537400544017.1,694,-,-,-
2014.06.03-13.55.45,63537400545007.2,695,-,-,-
2014.06.03-13.55.46,63537400546027.3,696,-,-,-
2014.06.03-13.55.47,63537400547017.3,697,-,-,-
2014.06.03-13.55.48,63537400548007.4,698,-,-,-
2014.06.03-13.55.49,63537400549027.4,699,-,-,-
2014.06.03-13.55.50,63537400550017.5,700,-,-,-
2014.06.03-13.55.51,63537400551007.5,701,-,-,-
2014.06.03-13.55.52,63537400552027.6,702,-,-,-
2014.06.03-13.55.53,63537400553017.7,703,-,-,-
2014.06.03-13.55.54,63537400554007.7,704,-,-,-
2014.06.03-13.55.55,63537400555027.8,705,-,-,-
2014.06.03-13.55.56,63537400556017.8,706,-,-,-
2014.06.03-13.55.57,63537400557007.9,707,-,-,-
2014.06.03-13.55.58,63537400558027.9,708,-,-,-
2014.06.03-13.55.59,63537400559018,709,-,-,-
2014.06.03-13.56.00,63537400560008.1,710,-,-,-
2014.06.03-13.56.01,63537400561028.1,711,-,-,-
2014.06.03-13.56.02,63537400562018.2,712,-,-,-
2014.06.03-13.56.03,63537400563008.2,713,-,-,-
2014.06.03-13.56.04,63537400564028.3,714,-,-,-
2014.06.03-13.56.05,63537400565018.3,715,-,-,-
2014.06.03-13.56.06,63537400566008.4,716,-,-,-
2014.06.03-13.56.07,63537400567028.5,717,-,-,-
2014.06.03-13.56.08,63537400568018.5,718,-,-,-
2014.06.03-13.56.09,63537400569008.6,719,-,-,-
2014.06.03-13.56.10,63537400570028.6,720,-,-,-
2014.06.03-13.56.11,63537400571018.7,721,-,-,-
2014.06.03-13.56.12,63537400572008.7,722,-,-,-
2014.06.03-13.56.13,63537400573028.8,723,-,-,-
2014.06.03-13.56.14,63537400574018.9,724,-,-,-
2014.06.03-13.56.15,63537400575008.9,725,-,-,-
2014.06.03-13.56.16,63537400576029,726,-,-,-
2014.06.03-13.56.17,63537400577019,727,-,-,-
2014.06.03-13.56.18,63537400578009.1,728,-,-,-
2014.06.03-13.56.19,63537400579029.1,729,-,-,-
2014.06.03-13.56.20,63537400580019.2,730,-,-,-
2014.06.03-13.56.21,63537400581009.3,731,-,-,-
2014.06.03-13.56.22,63537400582029.3,732,-,-,-
2014.06.03-13.56.23,63537400583019.4,733,-,-,-
2014.06.03-13.56.24,63537400584009.4,734,-,-,-
2014.06.03-13.56.25,63537400585029.5,735,-,-,-
2014.06.03-13.56.26,63537400586019.5,736,-,-,-
2014.06.03-13.56.27,63537400587009.6,737,-,-,-
2014.06.03-13.56.28,63537400588029.7,738,-,-,-
2014.06.03-13.56.29,63537400589019.7,739,-,-,-
2014.06.03-13.56.30,63537400590009.8,740,-,-,-
2014.06.03-13.56.31,63537400591029.8,741,-,-,-
2014.06.03-13.56.32,63537400592019.9,742,-,-,-
2014.06.03-13.56.33,63537400593009.9,743,-,-,-
2014.06.03-13.56.34,63537400594030,744,-,-,-
2014.06.03-13.56.35,63537400595020.1,745,-,-,-
2014.06.03-13.56.36,63537400596010.1,746,-,-,-
2014.06.03-13.56.37,63537400597000.2,747,-,-,-
2014.06.03-13.56.38,63537400598020.2,748,-,-,-
2014.06.03-13.56.39,63537400599010.3,749,-,-,-
2014.06.03-13.56.40,63537400600000.3,750,-,-,-
2014.06.03-13.56.41,63537400601020.4,751,-,-,-
2014.06.03-13.56.42,63537400602010.5,752,-,-,-
2014.06.03-13.56.43,63537400603000.5,753,-,-,-
2014.06.03-13.56.44,63537400604020.6,754,-,-,-
2014.06.03-13.56.45,63537400605010.6,755,-,-,-
2014.06.03-13.56.46,63537400606000.7,756,-,-,-
2014.06.03-13.56.47,63537400607020.7,757,-,-,-
2014.06.03-13.56.48,63537400608010.8,758,-,-,-
2014.06.03-13.56.49,63537400609000.9,759,-,-,-
2014.06.03-13.56.50,63537400610020.9,760,-,-,-
2014.06.03-13.56.51,63537400611011,761,-,-,-
2014.06.03-13.56.52,63537400612001,762,-,-,-
2014.06.03-13.56.53,63537400613021.1,763,-,-,-
2014.06.03-13.56.54,63537400614011.1,764,-,-,-
2014.06.03-13.56.55,63537400615001.2,765,-,-,-
2014.06.03-13.56.56,63537400616021.3,766,-,-,-
2014.06.03-13.56.57,63537400617011.3,767,-,-,-
2014.06.03-13.56.58,63537400618001.4,768,-,-,-
2014.06.03-13.56.59,63537400619021.4,769,-,-,-
2014.06.03-13.57.00,63537400620011.5,770,-,-,-
2014.06.03-13.57.01,63537400621001.5,771,-,-,-
2014.06.03-13.57.02,63537400622021.6,772,-,-,-
2014.06.03-13.57.03,63537400623011.6,773,-,-,-
2014.06.03-13.57.04,63537400624001.7,774,-,-,-
2014.06.03-13.57.05,63537400625021.8,775,-,-,-
2014.06.03-13.57.06,63537400626011.8,776,-,-,-
2014.06.03-13.57.07,63537400627001.9,777,-,-,-
2014.06.03-13.57.08,63537400628021.9,778,-,-,-
2014.06.03-13.57.09,63537400629012,779,-,-,-
2014.06.03-13.57.10,63537400630002.1,780,-,-,-
2014.06.03-13.57.11,63537400631022.1,781,-,-,-
2014.06.03-13.57.12,63537400632012.2,782,-,-,-
2014.06.03-13.57.13,63537400633002.2,783,-,-,-
2014.06.03-13.57.14,63537400634022.3,784,-,-,-
2014.06.03-13.57.15,63537400635012.3,785,-,-,-
2014.06.03-13.57.16,63537400636002.4,786,-,-,-
2014.06.03-13.57.17,63537400637022.5,787,-,-,-
2014.06.03-13.57.18,63537400638012.5,788,-,-,-
2014.06.03-13.57.19,63537400639002.6,789,-,-,-
2014.06.03-13.57.20,63537400640022.6,790,-,-,-
2014.06.03-13.57.21,63537400641012.7,791,-,-,-
2014.06.03-13.57.22,63537400642002.7,792,-,-,-
2014.06.03-13.57.23,63537400643022.8,793,-,-,-
2014.06.03-13.57.24,63537400644012.9,794,-,-,-
2014.06.03-13.57.25,63537400645002.9,795,-,-,-
2014.06.03-13.57.26,63537400646023,796,-,-,-
2014.06.03-13.57.27,63537400647013,797,-,-,-
2014.06.03-13.57.28,63537400648003.1,798,-,-,-
2014.06.03-13.57.29,63537400649023.1,799,-,-,-
2014.06.03-13.57.30,63537400650013.2,800,-,-,-
2014.06.03-13.57.31,63537400651003.3,801,-,-,-
2014.06.03-13.57.32,63537400652023.3,802,-,-,-
2014.06.03-13.57.33,63537400653013.4,803,-,-,-
2014.06.03-13.57.34,63537400654003.4,804,-,-,-
2014.06.03-13.57.35,63537400655023.5,805,-,-,-
2014.06.03-13.57.36,63537400656013.5,806,-,-,-
2014.06.03-13.57.37,63537400657003.6,807,-,-,-
2014.06.03-13.57.38,63537400658023.7,808,-,-,-
2014.06.03-13.57.39,63537400659013.7,809,-,-,-
2014.06.03-13.57.40,63537400660003.8,810,-,-,-
2014.06.03-13.57.41,63537400661023.8,811,-,-,-
2014.06.03-13.57.42,63537400662013.9,812,-,-,-
2014.06.03-13.57.43,63537400663003.9,813,-,-,-
2014.06.03-13.57.44,63537400664024,814,-,-,-
2014.06.03-13.57.45,63537400665014.1,815,-,-,-
2014.06.03-13.57.46,63537400666004.1,816,-,-,-
2014.06.03-13.57.47,63537400667024.2,817,-,-,-
2014.06.03-13.57.48,63537400668014.2,818,-,-,-
2014.06.03-13.57.49,63537400669004.3,819,-,-,-
2014.06.03-13.57.50,63537400670024.4,820,-,-,-
2014.06.03-13.57.51,63537400671014.4,821,-,-,-
2014.06.03-13.57.52,63537400672004.5,822,-,-,-
2014.06.03-13.57.53,63537400673024.5,823,-,-,-
2014.06.03-13.57.54,63537400674014.6,824,-,-,-
2014.06.03-13.57.55,63537400675004.6,825,-,-,-
2014.06.03-13.57.56,63537400676024.7,826,-,-,-
2014.06.03-13.57.57,63537400677014.8,827,-,-,-
2014.06.03-13.57.58,63537400678004.8,828,-,-,-
2014.06.03-13.57.59,63537400679024.9,829,-,-,-
2014.06.03-13.58.00,63537400680014.9,830,-,-,-
2014.06.03-13.58.01,63537400681005,831,-,-,-
2014.06.03-13.58.02,63537400682025,832,-,-,-
2014.06.03-13.58.03,63537400683015.1,833,-,-,-
2014.06.03-13.58.04,63537400684005.1,834,-,-,-
2014.06.03-13.58.05,63537400685025.2,835,-,-,-
2014.06.03-13.58.06,63537400686015.3,836,-,-,-
2014.06.03-13.58.07,63537400687005.3,837,-,-,-
2014.06.03-13.58.08,63537400688025.4,838,-,-,-
2014.06.03-13.58.09,63537400689015.4,839,-,-,-
2014.06.03-13.58.10,63537400690005.5,840,-,-,-
2014.06.03-13.58.11,63537400691025.6,841,-,-,-
2014.06.03-13.58.12,63537400692015.6,842,-,-,-
2014.06.03-13.58.13,63537400693005.7,843,-,-,-
2014.06.03-13.58.14,63537400694025.7,844,-,-,-
2014.06.03-13.58.15,63537400695015.8,845,-,-,-
2014.06.03-13.58.16,63537400696005.8,846,-,-,-
2014.06.03-13.58.17,63537400697025.9,847,-,-,-
2014.06.03-13.58.18,63537400698016,848,-,-,-
2014.06.03-13.58.19,63537400699006,849,-,-,-
2014.06.03-13.58.20,63537400700026.1,850,-,-,-
2014.06.03-13.58.21,63537400701016.1,851,-,-,-
2014.06.03-13.58.22,63537400702006.2,852,-,-,-
2014.06.03-13.58.23,63537400703026.2,853,-,-,-
2014.06.03-13.58.24,63537400704016.3,854,-,-,-
2014.06.03-13.58.25,63537400705006.4,855,-,-,-
2014.06.03-13.58.26,63537400706026.4,856,-,-,-
2014.06.03-13.58.27,63537400707016.5,857,-,-,-
2014.06.03-13.58.28,63537400708006.5,858,-,-,-
2014.06.03-13.58.29,63537400709026.6,859,-,-,-
2014.06.03-13.58.30,63537400710016.6,860,-,-,-
2014.06.03-13.58.31,63537400711006.7,861,-,-,-
2014.06.03-13.58.32,63537400712026.7,862,-,-,-
2014.06.03-13.58.33,63537400713016.8,863,-,-,-
2014.06.03-13.58.34,63537400714007.9,864,-,-,-
2014.06.03-13.58.35,63537400715027.9,865,-,-,-
2014.06.03-13.58.36,63537400716018,866,-,-,-
2014.06.03-13.58.37,63537400717008,867,-,-,-
2014.06.03-13.58.38,63537400718028.1,868,-,-,-
2014.06.03-13.58.39,63537400719018.1,869,-,-,-
2014.06.03-13.58.40,63537400720008.2,870,-,-,-
2014.06.03-13.58.41,63537400721028.3,871,-,-,-
2014.06.03-13.58.42,63537400722018.3,872,-,-,-
2014.06.03-13.58.43,63537400723008.4,873,-,-,-
2014.06.03-13.58.44,63537400724028.4,874,-,-,-
2014.06.03-13.58.45,63537400725018.5,875,-,-,-
2014.06.03-13.58.46,63537400726008.5,876,-,-,-
2014.06.03-13.58.47,63537400727028.6,877,-,-,-
2014.06.03-13.58.48,63537400728018.7,878,-,-,-
2014.06.03-13.58.49,63537400729008.7,879,-,-,-
2014.06.03-13.58.50,63537400730028.8,880,-,-,-
2014.06.03-13.58.51,63537400731018.8,881,-,-,-
2014.06.03-13.58.52,63537400732008.9,882,-,-,-
2014.06.03-13.58.53,63537400733028.9,883,-,-,-
2014.06.03-13.58.54,63537400734019,884,-,-,-
2014.06.03-13.58.55,63537400735009.1,885,-,-,-
2014.06.03-13.58.56,63537400736029.1,886,-,-,-
2014.06.03-13.58.57,63537400737019.2,887,-,-,-
2014.06.03-13.58.58,63537400738009.2,888,-,-,-
2014.06.03-13.58.59,63537400739029.3,889,-,-,-
2014.06.03-13.59.00,63537400740019.3,890,-,-,-
2014.06.03-13.59.01,63537400741009.4,891,-,-,-
2014.06.03-13.59.02,63537400742029.5,892,-,-,-
2014.06.03-13.59.03,63537400743019.5,893,-,-,-
2014.06.03-13.59.04,63537400744009.6,894,-,-,-
2014.06.03-13.59.05,63537400745029.6,895,-,-,-
2014.06.03-13.59.06,63537400746019.7,896,-,-,-
2014.06.03-13.59.07,63537400747009.7,897,-,-,-
2014.06.03-13.59.08,63537400748029.8,898,-,-,-
2014.06.03-13.59.09,63537400749019.9,899,-,-,-
2014.06.03-13.59.10,63537400750009.9,900,-,-,-
2014.06.03-13.59.11,63537400751030,901,-,-,-
2014.06.03-13.59.12,63537400752020,902,-,-,-
2014.06.03-13.59.13,63537400753010.1,903,-,-,-
2014.06.03-13.59.14,63537400754000.1,904,-,-,-
2014.06.03-13.59.15,63537400755020.2,905,-,-,-
2014.06.03-13.59.16,63537400756010.3,906,-,-,-
2014.06.03-13.59.17,63537400757000.3,907,-,-,-
2014.06.03-13.59.18,63537400758020.4,908,-,-,-
2014.06.03-13.59.19,63537400759010.4,909,-,-,-
2014.06.03-13.59.20,63537400760000.5,910,-,-,-
2014.06.03-13.59.21,63537400761020.5,911,-,-,-
2014.06.03-13.59.22,63537400762010.6,912,-,-,-
2014.06.03-13.59.23,63537400763000.7,913,-,-,-
2014.06.03-13.59.24,63537400764020.7,914,-,-,-
2014.06.03-13.59.25,63537400765010.8,915,-,-,-
2014.06.03-13.59.26,63537400766000.8,916,-,-,-
2014.06.03-13.59.27,63537400767020.9,917,-,-,-
2014.06.03-13.59.28,63537400768010.9,918,-,-,-
2014.06.03-13.59.29,63537400769001,919,-,-,-
2014.06.03-13.59.30,63537400770021.1,920,-,-,-
2014.06.03-13.59.31,63537400771011.1,921,-,-,-
2014.06.03-13.59.32,63537400772001.2,922,-,-,-
2014.06.03-13.59.33,63537400773021.2,923,-,-,-
2014.06.03-13.59.34,63537400774011.3,924,-,-,-
2014.06.03-13.59.35,63537400775001.3,925,-,-,-
2014.06.03-13.59.36,63537400776021.4,926,-,-,-
2014.06.03-13.59.37,63537400777011.5,927,-,-,-
2014.06.03-13.59.38,63537400778001.5,928,-,-,-
2014.06.03-13.59.39,63537400779021.6,929,-,-,-
2014.06.03-13.59.40,63537400780011.6,930,-,-,-
2014.06.03-13.59.41,63537400781001.7,931,-,-,-
2014.06.03-13.59.42,63537400782021.8,932,-,-,-
2014.06.03-13.59.43,63537400783011.8,933,-,-,-
2014.06.03-13.59.44,63537400784001.9,934,-,-,-
2014.06.03-13.59.45,63537400785021.9,935,-,-,-
2014.06.03-13.59.46,63537400786012,936,-,-,-
2014.06.03-13.59.47,63537400787002,937,-,-,-
2014.06.03-13.59.48,63537400788022.1,938,-,-,-
2014.06.03-13.59.49,63537400789012.1,939,-,-,-
2014.06.03-13.59.50,63537400790002.2,940,-,-,-
2014.06.03-13.59.51,63537400791022.3,941,-,-,-
2014.06.03-13.59.52,63537400792012.3,942,-,-,-
2014.06.03-13.59.53,63537400793002.4,943,-,-,-
2014.06.03-13.59.54,63537400794022.4,944,-,-,-
2014.06.03-13.59.55,63537400795012.5,945,-,-,-
2014.06.03-13.59.56,63537400796002.5,946,-,-,-
2014.06.03-13.59.57,63537400797022.6,947,-,-,-
2014.06.03-13.59.58,63537400798012.7,948,-,-,-
2014.06.03-13.59.59,63537400799002.7,949,-,-,-
2014.06.03-14.00.00,63537400800022.8,950,-,-,-
2014.06.03-14.00.01,63537400801012.8,951,-,-,-
2014.06.03-14.00.02,63537400802002.9,952,-,-,-
2014.06.03-14.00.03,63537400803023,953,-,-,-
2014.06.03-14.00.04,63537400804013,954,-,-,-
2014.06.03-14.00.05,63537400805003.1,955,-,-,-
2014.06.03-14.00.06,63537400806023.1,956,-,-,-
2014.06.03-14.00.07,63537400807013.2,957,-,-,-
2014.06.03-14.00.08,63537400808003.2,958,-,-,-
2014.06.03-14.00.09,63537400809023.3,959,-,-,-
2014.06.03-14.00.10,63537400810013.4,960,-,-,-
2014.06.03-14.00.11,63537400811003.4,961,-,-,-
2014.06.03-14.00.12,63537400812023.5,962,-,-,-
2014.06.03-14.00.13,63537400813013.5,963,-,-,-
2014.06.03-14.00.14,63537400814003.6,964,-,-,-
2014.06.03-14.00.15,63537400815023.6,965,-,-,-
2014.06.03-14.00.16,63537400816013.7,966,-,-,-
